Reviewer_Score,Review
0,ended smoking room last room available didnt think smoking hotel room stank smoke meeting next day staff apologetic explained room allocated turn smelly room last hotel full night last would preferred know front choose stay somewhere else good check check lot staff 
0,staff absolutely rude tv work messed u around room blah blah saying gave u room end gave u smaller room tried charge u kept taking different amount money account still returned disgusting service confusing time consuming worth especially holiday star hotel good name living mayfair name nowhere near standard oh hotel room dusty caused breathing problem fault cleaning staff senior management top thing want mayfair new visitor london spend little money get something better yes cheaper cheap reason spend wisely 
0,conveniently located hill many stair nearest metro located questionable area felt unsafe night room small room toilet bag shower dated dim lite room nothing 
0,good staff comparing price worth spend single night property 
0,dirty window meant could see view room available move fly around bar tap never seen uk explanation given location 
0,room small always need ask refill toilet tissue location fantastic 
0,shuttle bus clapham junction convenient frequent 
0,ceiling stained double bed girlfriend two single bed different height pushed together 
0,bar shut early drama get served room worth money tiny room superior location 
0,executive room exactly live name one pair slipper room one robe two u free snack room one kitkat two u also nice executive view looking building site really impressed close tube network 
0,generally poor price one worst large hotel stayed put comp toiletry one two u wait breakfast fairly poor 
0,room facility high rate location 
0,poor state room dirty stained carpet broken furniture decaying bathroom door got small tv hardly worked lot bad signal resulted poor tv reception grotty room floor poor view disappointed hotel booking account regional manager actually visit hotel room different experience compared website picture take picture would embarrassing put web stay time single room ok day night stay disappointed room day added cost rather poor expensive choice hotel location fine transport link area paris train metro bus lot official taxi staff friendly polite 
0,room small bed hard need pillow mini bar fridge good location 
0,hotel construction put room go building area also window room location property 
0,staff rude 
0,room tiny advertised room dirty staff could friendlier leaving next day 
0,blocked toilet dirty room location 
0,pillow soft provide meduim pillow room small niose gust house keeping staff location good near tube station hyde park 
0,heat want refund 
0,staff concerned spinning tune deck dealing guest trying get served bar restaurant group guest tried watch euro football turned music really loud need pay attention guest also waiting age check 
0,double bed advertised actually two single pushed together huge gap middle 
0,thre picture show big hotel room first floor room little cold bed uncomfortable creaked every movement cleanliness bottom smell bad bathroom seemed u like star hotel thing liked hotel location 
0,unbelievable thin wall floor hear every every sigh person room next door top alley extremely carefull extending stay price based internet rate agreeing price receptionist went minute drink coming back price suddenly raised receptionist anything happened twice started pound rate ended two day later managment aknowledged mistake refused refund greed reign chsiwick room small room lousy wifi clean room nice location 
0,check staffed tv work furniture place poor lighting bed awful bathroom generally poor shower joke could go 
0,room window washing cart cable outside window happy room noise ended pay upgrade room upgraded room shabby condition stain wall carpet leak bathroom sofa tare kettle work replaced spoke staff check poor attitude arguing room service poor food overpriced bed nice 
0,one plug room soap wash hand 
0,dated small room tired good location 
0,accommodation airco 
0,booking reservation glitch hotel made pay night week rebook room bad customer relation greedy 
0,appalling breakfast organisation poor quality food item staff care le complained time curtain hanging end rail bathroom wiped clean encrusted deposit around fitment worth time 
0,everything want money back nothing awful think sueing ant 
0,window room ridiculous 
0,booked hotel boast striking view london docklands unparalleled location floor room looked directly road concrete walkway outside decor dated toiletry tiny hardly enough one person let alone two curtain ink stained lampshade cracked disappointing stay room ok nice quiet bed comfy room clean staff welcoming polite arrival 
0,decor extremely tired shower barely dribbled water room bar clean priced booked double fir night put twin queried pretty much told hard luck duty manager booked via booking com directly location great 
0,room sofa bed open staff unfriendly 
0,like firm bed good personally close sleeping plank get neither wife decent night sleep breakfast mediocre morning stayed hot food tepid best really annoyed u however pool rooftop bar closed without notice accommodate private function reason booked hotel proximity sants station pool full day barcelona returned hotel expecting relaxing couple hour pool going evening meal arrival pool found closed staff bar said private function evening clearly people bar wearing swimwear also unaware event ordered drink sat book expecting relaxing hour minute told drink leave warn u bought drink relegated room thought would go onto balcony relax unfortunately seat balcony also possible make front reception aware feeling returned side city specifically lounge pool hotel advertises facility make sure available unfortunately manager available answer question prior warning event discount offered facility available disappointing overall good location sants train station metro line reach area city 
0,service room position 
0,hotel need cleaned top yo toe tv would change channel switched time offer room service dont use microwaved food mine arrived frozen still advertising star location convenient room big bathroom really good 
0,cleaner room better coffee friendly enthusiastic staff staff bit grumpy room looked bit tired give breakfast 
0,everything hotel horrible mep service hotel bad water cut taking bath bathroom door locked u location 
0,additional payment swimming pool old facility location breakfast 
0,staff unfriendly exception people charge helping lugagges breakfast poor staff charge rude never come back hotel good thing hotel location close central train station 
0,breakfast terrible room warn location great acv vic good getting town center area boring 
0,check late needed change room view crappy brick wall leaving 
0,checked reception got room late went room busy meeting day room smell dirty change late evening night stuff helpful much virgin drink bar discussing small glass something totally like stay happy everything 
0,breakfast terrible worth star hotel best 
0,reception staff need service mind even manger nothing 
0,breakfast area small table close together like sitting top room small open door fully bed way also two single mattress instead double mattress overall disappointed go back 
0,imagine work tv old outdated system much facility need updating location 
0,weird atmosphere reception many eastern european staff room cold uninspiring per drink cheap orange juice mixed tap water overpriced overall location near earl court tube stop 
0,water shower terrible smell corridor 
0,see smile staff face metro station close hotel 
0,poor service staff impolite unfriendly 
0,receptionist rude arrival housekeeper walked room without knocking complained receptionist put phone face offered complimentary meal chef obviously understand meaning rare steak check salad blue paper best thing hotel waitress professional bed comfy 
0,reception room design room service bar staff clean room 
0,room first night second night took hour get airco airco functioning correctly freezing cold room 
0,much like 
0,impersonal hotel 
0,small room clean reception 
0,good come back room find gas cleaned told housekeeping staff left never happened much comfort little way apology pleasant helpful bar staff tried best help offering u free drink family group told management allowed free drink actually made u even angrier could easily different proper apology concern happened good location nice hotel good breakfast 
0,price quality way one price u expect way 
0,room tiny bathroom filthy bittdn insect window dirty fridge 
0,location restaurant hotel 
0,even bottled water room 
0,juice available behind desk bar u want something ask 
0,room without functioning air conditioning despite request fix never fridge also broken leaking water floor back room listen barking dog night much hotel could sound proof window air conditioning work staff seem accommodating everything seemed drag location appearance reception area 
0,property substandard furniture bad every small thing phone ask like tea bag soap etc worst thing plastic tumbler drinking water ward robe door broken close tourist spot 
0,air con work asked service fix different issue nothing done done staff rude city view per booking house keeping slack standard location 
0,staff nice friendly management careless rude close metro entrance dare du nord train station 
0,booked double bed two single bed together extremely uncomfortable also shower area dirty staff nice helpful 
0,long queue check check staff helpful checking requested early check hotel emailed saying possible hotel staff dismiss ask pay extra night check early check time location wise difficult reach foot way main centre good walk away shop restaurant near hotel nice clean room sauna good 
0,booking day booked price differant booking com booking day booked price differant booking com 
0,two star enough awful hotel 
0,lied said min away town centre turned min cost u lot cab every time went staff said stay get charged anyway even know stated said close town 
0,decoration awfully old fashioned bathroom clearly renovated since least twenty year shower tiny bath soap already used cleaning pad price marriot hotel expectation location perfect u near marylebone favourite area bed good staff friendly 
0,house keeping waking ridiculous 
0,staff totally incompetent parking like horror movie location 
0,stayed previously felt worthy revisit room allocation time clearly older block dark dreary booked triple room set two request extra towel amenity numerous time staying 
0,room small paid de luxe bow back hotel roof awful location 
0,room smelled bad humid toiletsmell entered room elevator make real doubtfull noise decoration room outdated nice guy reception good bed 
0,could charge room correctly charged twice breakfast terrible cindered bacon everything else cold noisy duct outside room went boom every bed uncomfortable booked double got twin check chaos staff arrogant told error charging credit card told good serve nice beer 
0,hotel facility worth location 
0,booked junior suite small overcrowded sitting room small bedroom bathroom function well dark dingy poor lighting long wait room service picture true representation got misleading little like 
0,bar dark dismal hence many bed far hard uncomfortable bathroom cleaned first got room disappointing view builder old waste material rubbish roof window adjacent room staff reception grumpy overall disappointed hotel chosen wife birthday celebration amsterdam also blocked credit card incidental might use without asking permission even telling difficult recommend anyone recompense offered like lump 
0,room dingy old fashioned breakfast average staff miserable unhelpful reception know basic area would stay modern day hotel general standard bed hard rock location 
0,wifi room 
0,every time toilet flushed loud noise lasted min disturbing especially middle night told reception morning interest even apology unhelpful bed comfy nice breakfast 
0,first room scaffolding window complained upgraded suite big still awful view noisy train line bathroom limescale furniture chipped broken balcony tiny pointless outdoor area big enough one person standing covered pigeon poo really add much view everything generally bit tatty worn tired disappointing birthday stay especially breakfast even included bed comfy suite upgraded u big lobby looked fancy 
0,cleaning extremely poor dust everywhere finger spot furniture dirty spot bathroom asked cleaning lady tidy room properly help much slow elevator requires lot waiting shower leaking water wifi could also better air conditioning noisy room facing street also noisy cleaning personnel kind strike electricity saving every time returned hotel light room air conditioning open window location far centre need walk min tram station take several stop main tourist area absolutely star hotel always trust booking com review published travel lot deceived yet time impression good rating review hotel fake room spacious amsterdam standard bathrobe slipper occitane toiletry 
0,bathroom design extremely unreasonable basin area le meter wide could barely brush teeth comfortably since elbow would hit wall btw size imagine would feel guy put toilette either basin area shower dust bin bathroom hard open fact manage open besides hotel room opposite building lobby located lift need climb floor via super narrow staircase location good le min paddington train station 
0,staff management locked door get four night continuously reproving identy four time theynever got bbreakfast right every breakfast cold cutlery condiment tv broken took two day fix nightmare experience nothing staff rude discourteous treated paying 
0,feel like star hotel bed hard curtain partly missing room location service reception breakfast area nice 
0,cold water bathroom dirty stinky room worst hotel ever experienced 
0,everything else location 
0,hotel furnishing really old smelly hall way old room price im paying good location 
0,room given corner room lower ground floor sound proof could hear people e g cleaning staff etc talking outside tapping foot called reception change room assured ask people talk front room stop people walking wifi weak also use phone due lower ground floor e planned everything next morning manager good outcome recommend anyone go staff good greeted well 
0,room freezing cold hot water asked extra blanket never came hour room service really exist told one sandwich would take hour bring room location good close camp nou 
0,housekeeping awful location 
0,room said small joke small bed pillow comfortable 
0,nothing else expectation rate hotel three star poor value money near wellington hospital business 
0,bad value money broken c bad wi fi connection limited choice expensive breakfast 
0,given room basement floor worst hotel experience life cell phone signal tended die lot room constantly go ground floor make phone call wi fi work percent time work minute two due room basically underground constantly dark lamp give sufficient light constant semi darkness extremely depressing fair window room overlooked rubbish bin something like basement constantly people poking around bin keep curtain closed led problem enough light absolutely worst thing either guest stuff hotel used corner basement place smoking constantly terrible smell smoke room mother asthma double inhaler usage take anti allergy pill good location amazing choice breakfast food ac luxury shower 
0,toilet seat hair two room close together rather cramped short overnight stop room adequate 
0,two single bed put together make double bed bothered waste time complaining becaus queue reception one person funky decor car park convenient 
0,view terrible room looked hotel strange room hotel room dusty thing broken socket wall pulled tv work etc location 
0,booked apartment given room promised twice discount would applied still waiting carpet threadbare room hot stuffy c make lot noise effect location handy hyde park 
0,wife arrived receptionist said hotel renovation air conditioning phone worst lift walk flight stair room everyday would nice could told hotel renovation arrive informed day left promised find porter help carry luggage stair ended failing get porter come addition told two staff needed call taxi u go train station day checked ended finding u hotel transport driver told take u airport luckily hotel transport person nice took u train station meant go otherwise would end airport nice sent u complimentary bottle champagne knowing honeymoon trip 
0,sewing issue coffee water 
0,room lighting enough dark carpet old quite dirty smelly door look loose secure socket enough location good 
0,bathroom flooded awful avoid hotel moment need plumbing fixing night would expect location 
0,fail see hotel room cramped big crack sick carpet stained shredded chair dining room stained dirty whilst also advised construction work would starting next room monday morning pleased complete nightmare stay frankly worth money paid staying absolutely shocking hotel staff friendly helpful breakfast lovely 
0,lobby manager job well service oriented absolutely unfriendly 
0,check great take card caused problem trying order room service key card stopped working halfway stay lift fairly temperamental meant going three flight stair time ac unit room incredibly loud meant sleep running lot niggles caused lack attention detail really par service really expect great location would hesitant book 
0,room overpriced bathroom cramped place lack decor warmth lift slow crowded overall great stay breakfast good 
0,staed hotel open window day blind broken asked fix change room staff said wait room anymore also reject refund wait almost finally repairman came fix touch blind touch broken afraid hotel clean mager service good check blind good clean facility 
0,like bed uncomfortable bed old wooden slat however slat falling slightest bit movement bed become real pain constantly getting middle night put slack back put mattress floor sleep floor housekeeping clean room one day bar staff friendly reception staff 
0,real hotel free parking good breakfast 
0,unhelpful staff view room lack facility room location handy 
0,small room felt like prisoner locked prison busy noisy lobby area enough sitting facility lobby someone could sit piece comfort even allowed take breakfast coffee cup outside sigarette put coffee paper plastic cup 
0,safe room room facing train station reception personal bad english 
0,room uk tv wifi work properly room clean bed stain toilet hair breakfast poor croissant stale little choice hot food look appetizing location 
0,room facility inadequate premier inn exceeded expectation dissapointed service received staff despite told dirty curtain four time staff smiling forced happy work stained towel proided whilst mystery shopper would get lot room improvement location good bed comfortable 
0,room ready staff lied u put u lower standard room paid hour late missed dinner reservation far london weekend break direct route city centre spa 
0,smoking room available n 
0,sink plugged overflowed air conditioning work first room hotel knocked need repair many broken fitting damaged woodwork table breakfast room dirty front door broken day breakfast choice good 
0,hotel look like like former residential apartment block located way far away city center strong unpleasant smell room staff friendly 
0,stafff way work lot thing wrong industry 
0,everything else location 
0,bed comfortable wifi work whole week 
0,nothing excellent breakfast attentive staff 
0,awful smell room staff helpful 
0,hotel grubby throughout especially wall bathroom room one complimentary tea bag two u wifi exceptionally slow food buffet disappointing called reception assistance told call back later busy 
0,room bed smelling wall carpet dirty bed uncomfortable price worth pay baby coat normally free pay much would recommend hotel localisation 
0,suit ridiculously small large mirror bathroom one mirror room far away plug socket allow see self blow dry hair tv totally wrong possition side directly good view people room general room bad design bathroom particular 
0,everything cleaning lady nice thing hotel 
0,much 
0,stayed hotel good bad luxury simple hotel worst list let start thing cannot easily enter room bad located close entrance prevents door fully opened see photo hot water shower complained reception plumber came good thing fixed issue one good thing stay blocked drain sink see photo broken furniture see photo one shower towel double room two person even look like big disaster wifi work properly asks enter username password fails host resolved message still load web page reload time call working wifi never ever hobo jungle hotel center london great location close hyde park baker street location city westminster good breakfast 
0,inadmissible rent room star hotel central london nightmareview room comfortable bed 
0,service location good price 
0,horrible staff bed dwarf location fairly good 
0,room uncomfortable poor decoration disappointed hotel nothing 
0,unfriendly staff reception surrounding bad 
0,booked advance arrival day accomodated room eiffel tower view although check time specified could check room ready cleaned location 
0,location middle estate really small lift staff smallest swimmingpoll 
0,pokey room alteration make access poor definitely agenda london hotel 
0,mattress sagging one side small compact bathroom worth money paid proximity oxford street restaurant 
0,charged double room extra charge taken without consent room small plaster wall painted bed comfy location good 
0,extremely poor service nothing 
0,took towel without giving u new one could practically hear guest side wall talking breakfast nice bed comfortable 
0,restaurant offering microwave pasta looking meal despite hotel extremely busy also closed spa swimming pool well location good visiting camp nou 
0,bed extremely uncomfortable much change hotel night lack tv room annoying imac computer good replacement regular tv 
0,really worth money hair dryer room room tiny bathroom couple ended travel lodge close shop 
0,told lie free private parking facility importantly mention current refurbishment website noted manager staff useless also got penalty charge staff gave wrong information parking manor road told park car stay overall worse hostel attended entire life none 
0,nothing worst hotel stay life staff extremely rude terrible service ruined weekend going never step foot never spoken like staff anywhere world absolute disgrace room stank staff embarrassed front girl friend suggesting money error asked clean room said done already mistaken 
0,lamp room didnt work satellite cable used go tv displayed source change sheet second day returned tea coffee stained sheet staff make wait long time even customer deal especially one help around kitchen found fried egg hair right infront chef failed detect completely put breakfast day underground car park seemed risky sufficient lighting also young teen running past midnight concerned wife night stay expect lot compared paid flight accommodation sofitel dubai last summer star experience uk need renovate shoddy building class rest world recommend hotel pay bit something city novotel etc location best walk nearest underground min ferry ride walk canary wharf station area feel unsafe hotel even offer water wife would take bottle breakfast two bottle finished time get breakfast around queen guest room upgraded better view night others taken absolute extortion room relatively small bathroom joke tub tile limescale sink low really small wash hand side tap lather directly try wash face water spill everywhere bar across side room apparently prom night student loud music went past midnight could easily heard glass like sleeping outside narrow lift corridor ferry ride canary wharf complimentary hotel guest due lack service might well paid 
0,room desperately need redecoration station lancaster gate closed july breakfast totally unimaginative although advertised smoker united site hotel available smoking room staff insisted room non smoking look great outside right next tube spacious room 
0,bad accommodation 
0,shower breakfast 
0,room basement right underneath road including noise come location single glazing accommodation room interior bad state esp bathroom cannot understand seriously offered customer good thing location 
0,nothing good bad smell good food poor amount food bad smell room nothing good bad smell good food poor amount food bad smell room 
0,incredibly noisy heard siren horn night sleep glad leave one night room also smelled like stale cigarette smoke even though nonsmoking room aesthetic service great rest major blow experience bed comfy room spacious 
0,everything 
0,located across mini mart truck would unload shower difficult use staff approachable would never consider staying regardless discount plus took payment month advance hotel waited payment closer time 
0,stayed recent short business trip london night prior vacation europe second night itching pin cause well night woke bed bug bed took picture bug decided see found mattress along headboard something read like hide complained front desk showed picture dealt apologetic offering free breakfast management said need get report pest control action taken believe giving people fair chance rectify situation unfortunately case instance instead following promptly email ask whether report filed also huge inconvenience launder clothes spray suitcase vacation fear bug got confirm yes fact find live bed bug basically identify cause basically insinuated could fault absolutely appalled treatment lack customer service fault front desk staff management dealt appalling 
0,toilet clean wall dirty lamp shade ripped hair duvet pillow comfy staff rude bathroom counter mirror 
0,staff demeanour looked like afford room really unprofessional would stay 
0,staff could friendly building rather old room big enough 
0,would feel summer month london nowadays get hot get room air conditioning work struggle move temperature two hour get stuffy window open speak front office housekeeping say yes problem solve rub asking could anything else stayed night july hotel end long travel night inside hotel room made u believe end holiday new low london weather smiled u became cooler last couple day oh yes move u one room another equally stuffy temperature go try make free breakfast voucher couple day enjoy breakfast need slept well location fantastic touristy huff n puff around ok little else complain 
0,reception staff efficient concierge sullen asked question know acceptable answer pillow lumpy location 
0,everything hotel star near subway station 
0,room smart broom cupboard barely suitable single disgrace would recommend anyone receptionist pleasant breakfast staff pretty indifferent 
0,room really small kind worn picture site booking reality match much kind disappointed would preferred international hotel chain hotel instead hotel close central station expected although chose booking app near central station wake catch bus airport beside central station location hotel pretty good walking around meter hotel great restaurant il carpaccio park walking nearby 
0,charged euro mini bar use repeated attempt sort phone email responded still know yet supposed used minibar location 
0,window outside world dirty veranda bar acceptable even underground room hairdryer working air extracting system barely working tv front bed seat impossible sitting front tv terrible image quality poorly decorated room 
0,room longer sold state maybe add kid ajoining room joke charge excl breakfast location 
0,loud air con shower unclean bathroom small room cramped especially amount charged staff amazing helpful attentive 
0,hotel feel hostel majority staff rude unapproachable required assistance made feel though inconvenience booked double room allocated room two single bed pushed together hairdryer bathroom covered dust sometime tram system excellent took minute get city center 
0,booked went evening arriving back next morning went shower find towel bathroom folded unused longer someone come room evening removed took min two phone call reception arrive making u late shower clean hair shower floor arrived breakfast find soya milk gluten free bread requested booking hotel said information passed breakfast great start day close royal albert hall needed hotel hard find 
0,terrible lift breakfast exec club good 
0,old room pool old decoration staff member reception almost rude u checking rip view eiffel tower great 
0,much street noise room even though higher floor double glazing old useless hotel view old tired need refurbishing gym small old person inside impossible train breakfast queue like back school club lounge small american group tour nowhere sit little canap food drink average complained last day internet kept putting hold phone listening random music asked speak manager attempt connect spoke said would come take look never turned disgraceful get loyalty point book direct removed reward program program informed would never stay property anywhere world constantly travel nothing 
0,everything could better bad please go 
0,breakfast good dried bacon sausage fried egg poached egg tea coffee cold lovely room bar restaurant view 
0,well firstly checked room booked queen size double bed room instead given grotty small twin room excuse well said booking though booking com suggestion guarantee nicer room could pay extra surprise surprise complaining room really poor paid changed u second day stay room booked queen size double bed room nice thought happy day nevermind first day mistake happen got bill charged u stay agreed booked room short get quality room booked top charged u lot price quoted booking fact cost walked street got room never stay would recommend others either nothing really stood honest feel ripped going cloud opinion sure bad 
0,staff really rude rude nothing 
0,negative unpleasant smell room lot dust old furniture unconfortable blanket sheet hear noise room positive location beach zoo 
0,definitely star hotel room wifi work room noisy basic amenity cor staff particularly helpful interested good location 
0,dirty dirty room old furniture old dirty wall dirty ventilation system dirty blanket employee talking english breakfast ok big balcony 
0,room quite small please aware make reservation location 
0,unhelpful staff start finish breakfast good 
0,poor service informed reception would like evening drink sat reception area got walked away nobody came served u waiter hiding stair booking staff behind reception desk ignored u walked around could hind air condition room room dark old fashion internet speed slow received email able look information required better bandwidth would go back family travelling barcelona next summer recommending hotel 
0,cleaning lady terrible polite 
0,like anything nothing 
0,everything third visit milan last year always stay hotel 
0,terrible night sleep adjacent room loud dehumidifier fan running evening rang reception asked could turned night proving far loud sleep turned minute later despite told noise disturbing dehumidifier turned several time night workman started work small hour complained morning duty manager said investigate get back u heard nothing since location 
0,room cleaned two day chance open window air conditioner incredibly noisy clean noticed hair stil bath location 
0,guest guide room stated could call euro adapter electronics would delivered room female staff front desk said yes come get went get discovered none drawer told go purchase pointed direction front door clearly wrong industry ac room poor hot air movement asked availability fan said maintenance would come maintenance guy spanish speaking pleasant filter clogged thick layer dust dirt really gross see photo also discovered venting leaking air came back aluminum tape seal assuming clean filter room appeared clean air breathing sucked thru inch dead skin cell dirt ick starting feel sub standard hotel brought partner back discus woman fluent spanish little argumentative dismissive arguing lobby lot people looking called manager arrived several minute later pleasant credited u breakfast big deal would able eat leaving offered amazing discount would appropriate two free drink went pool deck drink female arguing u front desk drink sure alcohol thankfully left shortly arrived shade canopy pool bar broken umbrella used shade bartender intense direct sun great view neighbor hanging laundry design room really innovative limited space amenity poor service front desk justify price maintenance poor 
0,shower joke big people stretch imagination could hardly bend wash foot drawer put sock etc bedside table inch square 
0,arrival wanted run bath found long approx thick black hair tub partner subsequently took shower realised one set towel provided searching cupboard yield anything use damp towel dry location hotel close city airport excellent 
0,excluding breakfast kettle coffee machine worst mattress location room size 
0,unfriendly staff interested resolving problem caused expensive area 
0,hotel terrible lobby undercosntructions room small dirty security top notch 
0,small bedroom filthy window great selection bread breakfast first pot tea cold nothing recommend 
0,client hotel mercure paris terminus nord used bar inside hotel purchasing coffee juice member staff called jonas told leave bar finished drink told client hotel empty chair table bar point behave like told care found approach rude 
0,cold room cannot warm temperature go c never reach arrogant receptionist check instead double bed two single one stuck together two different single duvet mini bar room could listen water room people showering like room nice parking nothing else 
0,worth money awful meant nice treat mother extra given even card bath bottle water tasted old breakfast included disappointed road noisey bed sqeaking honest felt like waste money taking pound arrival holding extra departure saying wint bank two working day awful felt ripped enterance 
0,forced pay room arrival pretty jarring long hot journey wanted freshen apparently quicker charging everyone check course also settle bill check ridiculous system meant queue twice long reason vast majority hotel worldwide dont despite opinion ill informed staff check per night would expect mould free shower tap take min cool warm basic amenity room kettle iron bottle water fridge felt like large hostel hotel 
0,receptionist hardly able speak english junior suite underground next service personnel maintenance room etc awful experience stayed one night left another hotel however needed cover full cost star hotel 
0,facility breakfast morning tried charge check pay advance checking good bed shower 
0,client turn air conditioner one tall taken room small bed fell ground deep sleep bathroom clean enough stay compared past experience hilton said would send solving e mail u received 
0,parking booked complimentary parking important u handful free parking space rest pay display spent extra parking something budgeted would like refunded room service called called answer called reception said busy apology go order came bottle ordered open call bottle opener took around come time eaten food really bothered drink apology pillow uncomfortable uncomfortable low get comfortable bed also hard radiator bathroom hanging wall room clean quiet 
0,family hotel hotel big manage thing like room service information etc delayed suitable people travel baby toddler central business hotel 
0,property advertised room cramped outdated bed small ill fitting linen booking checking made aware refurbishment work ongoing caused disruption reception lounge area definitely star worth price charged location 
0,decisive people simply thief called police took lot extra money u 
0,complimentary item bathroom missing toothbrush shaving gel safety box room faulty item breakfast getting bad staff give best first time impression smile room small 
0,always go hotel twice year time awful ac working room died heat sleep well ruined whole trip concierge awful patience look book one restaurant ultimately sent u without booking worst italian restaurant finally pre booked pre paid fiance room adult first night came back hotel receptionist wanted charge u extra adult thinking bringing kind girl back hotel room checked booking confirmed point humiliating definitely going back hotel year loyal customer shame quality went drastically location good hotel clean 
0,unfortunatelly degree air conditioning working room staff behave like situation like knew beginning probably hoped wont complain felt like customer second category thought hotel like certain standard offer u different room right away localization nice view window 
0,car park access rubbish load space coned building work load space filled van traffic morning even horrendous 
0,design tolit like closet bad provide free water room olso tissue napkin good resturant breakfast good many option 
0,poor internet connection executive room small hotel like start hotel even le 
0,room small noisy inside side noice window sun come exhausted room long time like ata service location hotel good 
0,arrived hotel staff member checking asked wanted upgrade bigger room said asked wanted pay twenty pound per night newly refurbished room said pay room clean allergy free said room older asked old asked colleague right old laugh saying point already upset said give room paid believe room upon entering room carpet stained window open mold window bedding covered dust closed window due dust smelled vomit point felt physically ill husband said unacceptable went back reception went back reception spoke another desk member explained upset causing u almost tear distressed arrived expecting reputable hotel better julian another member staff overheard u checking another guest advised colleague upgrade u newly refurbished room thanked told check room originally assigned u one sleep condition 
0,parking night breakfast little variety staff bad service promise service dont one day room cleaned forgot small room bathroom balcony open look like show small light balcony stay full night get harder sleep concierge reception always full question gym high end street minute walk dam minute tram quiet neighborhood 
0,refused put air conditioning room boiling hot window open traffic noise outside disturbed sleep scrambled egg seemed made powdered egg like angel delight texture fresh scrambled egg rest breakfast poor staff quite unhelpful question clean lovely ice cream shop nearby good coffee machine breakfast help bar man seemed friendly 
0,hotel check process slow service inappropriate waiting nearly two hour suggest improve reception first impression hotel staff recption smile ever stay florence impressed bell boy nice deco modern 
0,ceiling linking wanted transfer u room basement lot smaller one next day huge argument suddenly found one decent available room rude manager worse hotel last ten year old without facility even decent coffee area would recommend reason location 
0,room booked staff including night manager rude helpful 
0,facility good room cold bed comfortable double room two separate twin bed could combine location good 
0,customer service tv working housekeeping guy knocking door three time starting cleaning even telling come check selected double bed booking got allotted twin room sure booking com hotel hotel shuttle hotel 
0,staff soo sooo rude unpolite location thing like hotel 
0,extremely poor service hotel boast star booked double room couple listed large double bed minimum inch width put u single room fully booked room available bed nowhere near size advertised like good single bed neither wife managed sleep properly wall fell bed twice managed find u double room second night compare first two picture actual double bed second night refused refund u apologise matter first night mix duty manager apparently busy see u even back hospitality school afraid ok breakfast good wi fi 
0,size room deluxe terrible nothing terrible 
0,stayed novotel paris gare de lyon night room temperature lobby temperature hot cold room air conditioner always provide col air even adjust degree contacted reception several time night thin blanket night another thin blanket night nothing reception promise send someone adjust air conditioner disappear need open window fresh air air conditioner sleep outdoor temperature around degree got sick night need cancel scheduled booking flu fever room facility star hotel provided non refill paper thin plastic cup expectation confuse invoice invoice check lobby said send email however received difference invoice day still reply enquiry email near gare de lyon train metro station need inter transfer rer line transport airport cdg 
0,illuminated sign fire exit floor room enough sign lift normal use fire light went would mega disaster people realise find way around maze room dark informed desk person seem interested liked price fuss 
0,location staff pleasant 
0,arrived could accept corporate card company gave pay mine shower cold water morning could wash said reception came back late afternoon reception ensured problem fixed soon went room realised called plumber finally came said nobody told anything day interent access regularly renewed caused several time go offline laptop asked taxi reception private driver came offering fixed price late changing cw city paid pound 
0,breakfast awful run toast orange juice half dish empty room tiny classed executive room small window looking onto kitchen vent location good 
0,hotel noisy door banging night guest consideration others guest taxi arriving departing front made much noise slow lift expensive location nou camp excellent recent metro connection made airport journey easy 
0,checked address taken another building another street bed side surface keep cuppa spec mobile kettle big filled hand sink use mug drenched everywhere contacting hotel soon coffee machine room bathroom toiletry decor jam breakfast esp morello cherry 
0,first bed broken maintance staff repair repair hotel tool dated second room coredors full cigaret smoke third safe box battery low asked staff replce respond 
0,uncomfortable bed small double year old daughter extremely small room low shower pressure water far hot hot shower year old daughter grumpy worked reception staff location perfect u 
0,need good room cleaning wanted close bar said order cashing bar accomadate leaving 
0,service personnel bed bar facility location 
0,everything else price cheap useless 
0,uncomfortable bed small double year old daughter extremely small room low shower pressure water far hot hot shower year old daughter grumpy worked reception staff location perfect u 
0,staff management poor bad attitude ruined stay booked executive package closed received make shift lounge little entitlement service room ok nothing special 
0,star hotel staff 
0,hot water shower staff helpful good breakfast near metro station 
0,fly bathroom stained carpet comfy bed 
0,location old invested past year time hotel must seen glory today badly need renovation ac working day deg paris one imagine location central accessible train parking challenge 
0,still waiting refund deposit included email confirmation door man attitude opening door reception staff friendly facility average overpriced worth money view area good 
0,terrible loacation feel safe leaving returning hotel night staff rude woken staff thinking room empty unorganised rude cheap room nice lounge reception free cake coffee evening 
0,space triple room 
0,room small received must basic clean quite dirty corner dusty throughout generally old decor greatly need investment update odd perfumed scent attempted mask old smell room first walked heating work properly little heater full blast arrived must running day room like sauna mattress unbelievable uncomfortable broken spring place bedding clean smell fresh like hot wash thousand time never replaced hotel staff great let hugely lack investment proper cleaning staff friendly helpful especially wait staff breakfast brilliant attentive welcoming 
0,first day kettle rusty next day changed kettle heating plate broken morning someone knocking door asking housekeeping housing keeping afternoon guest going check day plus door key functioning well making come back reception time still blaming keeping door key next phone true least one key working key working door key working guest refresh twice think problem appropriate blame guest keeping key wrong 
0,service poor check room smell bad view shower broken price cheap recommend go place 
0,hotel kept good condition air con good easy get 
